Internal code for this file,Country Code,Country name,Year,Gas/Scope,CRF code,Description as in CRF,Sector_code,Sector_name,Colum,Row,Unit,Emissions - MS [kt],Emissions - EEA [kt],Emissions with notation key [kt],Emissions,Notation key,Source,Description test,Check,Manually,Final check
AT_2023_HFCs_2B,AT,Austria,2023,HFCs,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,E,21,Gg CO2 equivalent,0,NA,NA,,NA,EEA,B.  Chemical industry,TRUE,,TRUE
AT_2023_HFCs_2C,AT,Austria,2023,HFCs,2C,C.  Metal industry,2.C,2.C - Metal Industry,E,22,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C.  Metal industry,TRUE,,TRUE
AT_2023_HFCs_2E,AT,Austria,2023,HFCs,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,E,24,Gg CO2 equivalent,3.14732,3.14732,3.15,3.15,,MS data,E.  Electronic Industry ,TRUE,,TRUE
AT_2023_HFCs_2F,AT,Austria,2023,HFCs,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,E,25,Gg CO2 equivalent,1355.53006,1355.53,"1,355.53",1355.53,,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
AT_2023_HFCs_2G,AT,Austria,2023,HFCs,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,E,26,Gg CO2 equivalent,0,NO,NO,,NO,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
AT_2023_HFCs_2H,AT,Austria,2023,HFCs,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,E,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
AT_2023_HFCs_6,AT,Austria,2023,HFCs,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
AT_2023_PFCs_Total_net,AT,Austria,2023,PFCs,Total_net,Total (net emissions)(1),,,F,7,Gg CO2 equivalent,28.10813,28.1081,28.11,28.11,,EEA,Total (net emissions)(1),TRUE,,TRUE
AT_2023_PFCs_2,AT,Austria,2023,PFCs,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,F,19,Gg CO2 equivalent,28.10813,28.1081,28.11,28.11,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
AT_2023_PFCs_2B,AT,Austria,2023,PFCs,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,F,21,Gg CO2 equivalent,0,NA,NA,,NA,EEA,B.  Chemical industry,TRUE,,TRUE
AT_2023_PFCs_2C,AT,Austria,2023,PFCs,2C,C.  Metal industry,2.C,2.C - Metal Industry,F,22,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C.  Metal industry,TRUE,,TRUE
AT_2023_PFCs_2E,AT,Austria,2023,PFCs,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,F,24,Gg CO2 equivalent,28.10813,28.1081,28.11,28.11,,EEA,E.  Electronic Industry ,TRUE,,TRUE
AT_2023_PFCs_2F,AT,Austria,2023,PFCs,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,F,25,Gg CO2 equivalent,0,NO,NO,,NO,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
AT_2023_PFCs_2G,AT,Austria,2023,PFCs,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,F,26,Gg CO2 equivalent,0,NO,NO,,NO,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
AT_2023_PFCs_2H,AT,Austria,2023,PFCs,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,F,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
AT_2023_PFCs_6,AT,Austria,2023,PFCs,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
AT_2023_SF6_Total_net,AT,Austria,2023,SF6,Total_net,Total (net emissions)(1),,,G,7,Gg CO2 equivalent,379.8869,379.88733,379.89,379.89,,EEA,Total (net emissions)(1),TRUE,,TRUE
AT_2023_SF6_2,AT,Austria,2023,SF6,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,G,19,Gg CO2 equivalent,379.8869,379.88733,379.89,379.89,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
AT_2023_SF6_2B,AT,Austria,2023,SF6,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,G,21,Gg CO2 equivalent,0,NA,NA,,NA,EEA,B.  Chemical industry,TRUE,,TRUE
AT_2023_SF6_2C,AT,Austria,2023,SF6,2C,C.  Metal industry,2.C,2.C - Metal Industry,G,22,Gg CO2 equivalent,1.13253,1.13253,1.13,1.13,,MS data,C.  Metal industry,TRUE,,TRUE
AT_2023_SF6_2E,AT,Austria,2023,SF6,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,G,24,Gg CO2 equivalent,20.93577,20.9358,20.94,20.94,,EEA,E.  Electronic Industry ,TRUE,,TRUE
AT_2023_SF6_2F,AT,Austria,2023,SF6,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,G,25,Gg CO2 equivalent,0,NO,NO,,NO,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
AT_2023_SF6_2G,AT,Austria,2023,SF6,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,G,26,Gg CO2 equivalent,357.8186,357.819,357.82,357.82,,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
AT_2023_SF6_2H,AT,Austria,2023,SF6,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,G,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
AT_2023_SF6_6,AT,Austria,2023,SF6,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
AT_2023_UnspecifiedMix_Total_net,AT,Austria,2023,UnspecifiedMix,Total_net,Total (net emissions)(1),,,H,7,Gg CO2 equivalent,0,NO,NO,,NO,EEA,Total (net emissions)(1),TRUE,,TRUE
AT_2023_UnspecifiedMix_2,AT,Austria,2023,UnspecifiedMix,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,H,19,Gg CO2 equivalent,0,NO,NO,,NO,EEA,2.  Industrial processes and product use,TRUE,,TRUE
AT_2023_UnspecifiedMix_2B,AT,Austria,2023,UnspecifiedMix,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,H,21,Gg CO2 equivalent,0,NA,NA,,NA,EEA,B.  Chemical industry,TRUE,,TRUE
AT_2023_UnspecifiedMix_2C,AT,Austria,2023,UnspecifiedMix,2C,C.  Metal industry,2.C,2.C - Metal Industry,H,22,Gg CO2 equivalent,0,NA,NA,,NA,EEA,C.  Metal industry,TRUE,,TRUE
AT_2023_UnspecifiedMix_2E,AT,Austria,2023,UnspecifiedMix,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,H,24,Gg CO2 equivalent,0,NA,NA,,NA,EEA,E.  Electronic Industry ,TRUE,,TRUE
AT_2023_UnspecifiedMix_2F,AT,Austria,2023,UnspecifiedMix,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,H,25,Gg CO2 equivalent,0,NO,NO,,NO,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
AT_2023_UnspecifiedMix_2G,AT,Austria,2023,UnspecifiedMix,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,H,26,Gg CO2 equivalent,0,NO,NO,,NO,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
AT_2023_UnspecifiedMix_2H,AT,Austria,2023,UnspecifiedMix,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,H,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
AT_2023_UnspecifiedMix_6,AT,Austria,2023,UnspecifiedMix,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
AT_2023_NF3_Total_net,AT,Austria,2023,NF3,Total_net,Total (net emissions)(1),,,I,7,Gg CO2 equivalent,13.11052,13.1105,13.11,13.11,,EEA,Total (net emissions)(1),TRUE,,TRUE
AT_2023_NF3_2,AT,Austria,2023,NF3,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,I,19,Gg CO2 equivalent,13.11052,13.1105,13.11,13.11,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
AT_2023_NF3_2B,AT,Austria,2023,NF3,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,I,21,Gg CO2 equivalent,0,NA,NA,,NA,EEA,B.  Chemical industry,TRUE,,TRUE
AT_2023_NF3_2C,AT,Austria,2023,NF3,2C,C.  Metal industry,2.C,2.C - Metal Industry,I,22,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C.  Metal industry,TRUE,,TRUE
AT_2023_NF3_2E,AT,Austria,2023,NF3,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,I,24,Gg CO2 equivalent,13.11052,13.1105,13.11,13.11,,EEA,E.  Electronic Industry ,TRUE,,TRUE
AT_2023_NF3_2F,AT,Austria,2023,NF3,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,I,25,Gg CO2 equivalent,0,NO,NO,,NO,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
AT_2023_NF3_2G,AT,Austria,2023,NF3,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,I,26,Gg CO2 equivalent,0,NO,NO,,NO,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
AT_2023_NF3_2H,AT,Austria,2023,NF3,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,I,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
AT_2023_NF3_6,AT,Austria,2023,NF3,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
AT_2023_Total_Total_net,AT,Austria,2023,Total,Total_net,Total (net emissions)(1),,,J,7,Gg CO2 equivalent,63695.76477,63695.76398,"63,695.76",63695.76,,EEA,Total (net emissions)(1),TRUE,,TRUE
AT_2023_Total_1,AT,Austria,2023,Total,1,1. Energy,1,1 - Energy,J,8,Gg CO2 equivalent,44487.36689,44487.36694,"44,487.37",44487.37,,EEA,1. Energy,TRUE,,TRUE
AT_2023_Total_1A,AT,Austria,2023,Total,1A,A. Fuel combustion (sectoral approach),1.AA,1.AA - Fuel Combustion - Sectoral approach,J,9,Gg CO2 equivalent,44176.54494,44176.54494,"44,176.54",44176.54,,MS data,A. Fuel combustion (sectoral approach),TRUE,,TRUE
AT_2023_Total_1A1,AT,Austria,2023,Total,1A1,1.  Energy industries,1.A.1,1.A.1 - Energy Industries,J,10,Gg CO2 equivalent,7534.96608,7534.96608,"7,534.97",7534.97,,MS data,1.  Energy industries,TRUE,,TRUE
AT_2023_Total_1A2,AT,Austria,2023,Total,1A2,2.  Manufacturing industries and construction,1.A.2,1.A.2 - Manufacturing Industries and Construction,J,11,Gg CO2 equivalent,9967.66795,9967.66795,"9,967.67",9967.67,,MS data,2.  Manufacturing industries and construction,TRUE,,TRUE
AT_2023_Total_1A3,AT,Austria,2023,Total,1A3,3.  Transport,1.A.3,1.A.3 - Transport,J,12,Gg CO2 equivalent,19810.34909,19810.34909,"19,810.35",19810.35,,MS data,3.  Transport (3),FALSE,1,TRUE
AT_2023_Total_1A4,AT,Austria,2023,Total,1A4,4.  Other sectors,1.A.4,1.A.4 - Other Sectors,J,13,Gg CO2 equivalent,6835.93686,6835.93686,"6,835.94",6835.94,,MS data,4.  Other sectors,TRUE,,TRUE
AT_2023_Total_1A5,AT,Austria,2023,Total,1A5,5.  Other,1.A.5,1.A.5 - Other Other Sectors,J,14,Gg CO2 equivalent,27.62495,27.62495,27.62,27.62,,MS data,5.  Other,TRUE,,TRUE
AT_2023_Total_1B,AT,Austria,2023,Total,1B,B. Fugitive emissions from fuels,1.B,1.B - Fugitive Emissions from Fuels,J,15,Gg CO2 equivalent,310.82195,310.822,310.82,310.82,,EEA,B. Fugitive emissions from fuels,TRUE,,TRUE
AT_2023_Total_1B1,AT,Austria,2023,Total,1B1,1.  Solid fuels,1.B.1,1.B.1 - Solid Fuels,J,16,Gg CO2 equivalent,0,0,0,0.00,,MS data,1.  Solid fuels,TRUE,,TRUE
AT_2023_Total_1B2,AT,Austria,2023,Total,1B2,2.  Oil and natural gas,1.B.2,1.B.2 - Oil and Natural Gas and Other Emissions from Energy Production,J,17,Gg CO2 equivalent,310.82195,310.822,310.82,310.82,,EEA,2.  Oil and natural gas,TRUE,,TRUE
AT_2023_Total_1C,AT,Austria,2023,Total,1C,C. CO2 transport and storage,1.C,1.C - CO2 Transport and Storage,J,18,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C. CO2 transport and storage,TRUE,,TRUE
AT_2023_Total_2,AT,Austria,2023,Total,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,J,19,Gg CO2 equivalent,15362.92482,15362.9237,"15,362.92",15362.92,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
AT_2023_Total_2A,AT,Austria,2023,Total,2A,A.  Mineral industry,2.A,2.A - Mineral Industry,J,20,Gg CO2 equivalent,2577.20247,2577.2,"2,577.20",2577.20,,EEA,A.  Mineral industry,TRUE,,TRUE
AT_2023_Total_2B,AT,Austria,2023,Total,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,J,21,Gg CO2 equivalent,681.82835,681.828,681.83,681.83,,EEA,B.  Chemical industry,TRUE,,TRUE
AT_2023_Total_2C,AT,Austria,2023,Total,2C,C.  Metal industry,2.C,2.C - Metal Industry,J,22,Gg CO2 equivalent,10120.69892,10120.7,"10,120.70",10120.70,,EEA,C.  Metal industry,TRUE,,TRUE
AT_2023_Total_2D,AT,Austria,2023,Total,2D,D.  Non-energy products from fuels and solvent use,2.D,2.D - Non-energy Products from Fuels and Solvent Use,J,23,Gg CO2 equivalent,172.48568,172.486,172.49,172.49,,EEA,D.  Non-energy products from fuels and solvent use,TRUE,,TRUE
AT_2023_Total_2E,AT,Austria,2023,Total,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,J,24,Gg CO2 equivalent,65.30174,65.3017,65.3,65.30,,EEA,E.  Electronic Industry ,TRUE,,TRUE
AT_2023_Total_2F,AT,Austria,2023,Total,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,J,25,Gg CO2 equivalent,1355.53006,1355.53,"1,355.53",1355.53,,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
AT_2023_Total_2G,AT,Austria,2023,Total,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,J,26,Gg CO2 equivalent,389.8776,389.878,389.88,389.88,,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
AT_2023_Total_2H,AT,Austria,2023,Total,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,J,27,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H.  Other ,TRUE,,TRUE
AT_2023_Total_3,AT,Austria,2023,Total,3,3.  Agriculture,3,3 - Agriculture,J,28,Gg CO2 equivalent,7190.84873,7190.8476,"7,190.85",7190.85,,EEA,3.  Agriculture,TRUE,,TRUE
AT_2023_Total_3A,AT,Austria,2023,Total,3A,A.  Enteric fermentation,3.A,3.A - Enteric Fermentation,J,29,Gg CO2 equivalent,4235.88516,4235.89,"4,235.89",4235.89,,EEA,A.  Enteric fermentation,TRUE,,TRUE
AT_2023_Total_3B,AT,Austria,2023,Total,3B,B.  Manure management,3.B,3.B - Manure Management,J,30,Gg CO2 equivalent,1083.28433,1083.28,"1,083.28",1083.28,,EEA,B.  Manure management,TRUE,,TRUE
AT_2023_Total_3C,AT,Austria,2023,Total,3C,C.  Rice cultivation,3.C,3.C - Rice Cultivation,J,31,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C.  Rice cultivation,TRUE,,TRUE
AT_2023_Total_3D,AT,Austria,2023,Total,3D,D.  Agricultural soils,3.D,3.D - Agricultural Soils,J,32,Gg CO2 equivalent,1716.46166,1716.46,"1,716.46",1716.46,,EEA,D.  Agricultural soils,TRUE,,TRUE
AT_2023_Total_3E,AT,Austria,2023,Total,3E,E.  Prescribed burning of savannas,3.E,3.E - Prescribed Burning of Savannas,J,33,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Prescribed burning of savannas,TRUE,,TRUE
AT_2023_Total_3F,AT,Austria,2023,Total,3F,F.  Field burning of agricultural residues,3.F,3.F - Field Burning of Agricultural Residues,J,34,Gg CO2 equivalent,0,NO,NO,,NO,EEA,F.  Field burning of agricultural residues,TRUE,,TRUE
AT_2023_Total_3G,AT,Austria,2023,Total,3G,G. Liming,3.G,3.G - Liming,J,35,Gg CO2 equivalent,95.28778,95.2878,95.29,95.29,,EEA,G. Liming,TRUE,,TRUE
AT_2023_Total_3H,AT,Austria,2023,Total,3H,H. Urea application,3.H,3.H - Urea Application,J,36,Gg CO2 equivalent,35.50263,35.5026,35.5,35.50,,EEA,H. Urea application,TRUE,,TRUE
AT_2023_Total_3I,AT,Austria,2023,Total,3I,I.  Other carbon-containing fertilizers,3.I,3.I - Other Carbon-containing Fertilizers,J,37,Gg CO2 equivalent,24.42717,24.4272,24.43,24.43,,EEA,I.  Other carbon-containing fertilizers,TRUE,,TRUE
AT_2023_Total_3J,AT,Austria,2023,Total,3J,J.  Other ,3.J,3.J - Other agriculture emissions,J,38,Gg CO2 equivalent,0,NA,NA,,NA,EEA,J.  Other ,TRUE,,TRUE
AT_2023_Total_4,AT,Austria,2023,Total,4,"4. Land use, land-use change and forestry(1)",4,"4 - Land Use, Land-Use Change and Forestry",J,39,Gg CO2 equivalent,-4473.82934,-4473.82779,"-4,473.83",-4473.83,,EEA,"4. Land use, land-use change and forestry(1)",TRUE,,TRUE
AT_2023_Total_4A,AT,Austria,2023,Total,4A,A. Forest land,4.A,4.A - Forest Land,J,40,Gg CO2 equivalent,-4595.79801,-4595.8,"-4,595.80",-4595.80,,EEA,A. Forest land,TRUE,,TRUE
AT_2023_Total_4B,AT,Austria,2023,Total,4B,B. Cropland,4.B,4.B - Cropland,J,41,Gg CO2 equivalent,338.19498,338.195,338.2,338.20,,EEA,B. Cropland,TRUE,,TRUE
AT_2023_Total_4C,AT,Austria,2023,Total,4C,C. Grassland,4.C,4.C - Grassland,J,42,Gg CO2 equivalent,470.47293,470.473,470.47,470.47,,EEA,C. Grassland,TRUE,,TRUE
AT_2023_Total_4D,AT,Austria,2023,Total,4D,D. Wetlands,4.D,4.D - Wetlands,J,43,Gg CO2 equivalent,69.96318,69.9632,69.96,69.96,,EEA,D. Wetlands,TRUE,,TRUE
AT_2023_Total_4E,AT,Austria,2023,Total,4E,E. Settlements ,4.E,4.E - Settlements,J,44,Gg CO2 equivalent,812.08182,812.082,812.08,812.08,,EEA,E. Settlements ,TRUE,,TRUE
AT_2023_Total_4F,AT,Austria,2023,Total,4F,F. Other land,4.F,4.F - Other Land,J,45,Gg CO2 equivalent,528.20881,528.209,528.21,528.21,,EEA,F. Other land,TRUE,,TRUE
AT_2023_Total_4G,AT,Austria,2023,Total,4G,G. Harvested wood products,4.G,4.G - Harvested Wood Products,J,46,Gg CO2 equivalent,-2109.92131,-2109.92,"-2,109.92",-2109.92,,EEA,G. Harvested wood products,TRUE,,TRUE
AT_2023_Total_4H,AT,Austria,2023,Total,4H,H. Other       ,4.H,4.H - Other LULUCF,J,47,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H. Other       ,TRUE,,TRUE
AT_2023_Total_5,AT,Austria,2023,Total,5,5.  Waste,5,5 - Waste management,J,48,Gg CO2 equivalent,1128.45367,1128.45353,"1,128.45",1128.45,,EEA,5.  Waste,TRUE,,TRUE
AT_2023_Total_5A,AT,Austria,2023,Total,5A,A.  Solid waste disposal ,5.A,5.A - Solid Waste Disposal,J,49,Gg CO2 equivalent,799.43669,799.437,799.44,799.44,,EEA,A.  Solid waste disposal ,FALSE,,FALSE
AT_2023_Total_5B,AT,Austria,2023,Total,5B,B.  Biological treatment of solid waste,5.B,5.B - Biological Treatment of Solid Waste,J,50,Gg CO2 equivalent,148.11404,148.114,148.11,148.11,,EEA,B.  Biological treatment of solid waste,TRUE,,TRUE
AT_2023_Total_5C,AT,Austria,2023,Total,5C,C.  Incineration and open burning of waste,5.C,5.C - Incineration and Open Burning of Waste,J,51,Gg CO2 equivalent,2.22953,2.22953,2.23,2.23,,MS data,C.  Incineration and open burning of waste,TRUE,,TRUE
AT_2023_Total_5D,AT,Austria,2023,Total,5D,D.  Waste water treatment and discharge,5.D,5.D - Wastewater Treatment and Discharge,J,52,Gg CO2 equivalent,178.67342,178.673,178.67,178.67,,EEA,D.  Waste water treatment and discharge,TRUE,,TRUE
AT_2023_Total_5E,AT,Austria,2023,Total,5E,E.  Other ,5.E,5.E - Other Disposal,J,53,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Other ,FALSE,,FALSE
AT_2023_Total_6,AT,Austria,2023,Total,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
AT_2023_ETS_1,AT,Austria,2023,ETS,1,1. Energy,1,1 - Energy,L,8,Gg CO2 equivalent,11192.81556,11192.8,"11,192.80",11192.80,,EEA,1. Energy,TRUE,,TRUE
AT_2023_ETS_1A,AT,Austria,2023,ETS,1A,A. Fuel combustion (sectoral approach),1.AA,1.AA - Fuel Combustion - Sectoral approach,L,9,Gg CO2 equivalent,11192.81556,11192.8,"11,192.80",11192.80,,EEA,A. Fuel combustion (sectoral approach),TRUE,,TRUE
AT_2023_ETS_1A1,AT,Austria,2023,ETS,1A1,1.  Energy industries,1.A.1,1.A.1 - Energy Industries,L,10,Gg CO2 equivalent,5948.83703,5948.84,"5,948.84",5948.84,,EEA,1.  Energy industries,TRUE,,TRUE
AT_2023_ETS_1A2,AT,Austria,2023,ETS,1A2,2.  Manufacturing industries and construction,1.A.2,1.A.2 - Manufacturing Industries and Construction,L,11,Gg CO2 equivalent,5219.92136,5219.92,"5,219.92",5219.92,,EEA,2.  Manufacturing industries and construction,TRUE,,TRUE
AT_2023_ETS_1A3,AT,Austria,2023,ETS,1A3,3.  Transport,1.A.3,1.A.3 - Transport,L,12,Gg CO2 equivalent,24.05717,24.0572,24.06,24.06,,EEA,3.  Transport (3),FALSE,1,TRUE
AT_2023_ETS_1A4,AT,Austria,2023,ETS,1A4,4.  Other sectors,1.A.4,1.A.4 - Other Sectors,L,13,Gg CO2 equivalent,0,NO,NO,,NO,EEA,4.  Other sectors,TRUE,,TRUE
AT_2023_ETS_1A5,AT,Austria,2023,ETS,1A5,5.  Other,1.A.5,1.A.5 - Other Other Sectors,L,14,Gg CO2 equivalent,0,NO,NO,,NO,EEA,5.  Other,TRUE,,TRUE
AT_2023_ETS_1B,AT,Austria,2023,ETS,1B,B. Fugitive emissions from fuels,1.B,1.B - Fugitive Emissions from Fuels,L,15,Gg CO2 equivalent,0,NO,NO,,NO,EEA,B. Fugitive emissions from fuels,TRUE,,TRUE
AT_2023_ETS_1B1,AT,Austria,2023,ETS,1B1,1.  Solid fuels,1.B.1,1.B.1 - Solid Fuels,L,16,Gg CO2 equivalent,0,NO,NO,,NO,EEA,1.  Solid fuels,TRUE,,TRUE
AT_2023_ETS_1B2,AT,Austria,2023,ETS,1B2,2.  Oil and natural gas,1.B.2,1.B.2 - Oil and Natural Gas and Other Emissions from Energy Production,L,17,Gg CO2 equivalent,0,NO,NO,,NO,EEA,2.  Oil and natural gas,TRUE,,TRUE
AT_2023_ETS_1C,AT,Austria,2023,ETS,1C,C. CO2 transport and storage,1.C,1.C - CO2 Transport and Storage,L,18,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C. CO2 transport and storage,TRUE,,TRUE
AT_2023_ETS_2,AT,Austria,2023,ETS,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,L,19,Gg CO2 equivalent,13220.81444,13220.8,"13,220.80",13220.80,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
AT_2023_ETS_2A,AT,Austria,2023,ETS,2A,A.  Mineral industry,2.A,2.A - Mineral Industry,L,20,Gg CO2 equivalent,2539.18017,2539.18,"2,539.18",2539.18,,EEA,A.  Mineral industry,TRUE,,TRUE
AT_2023_ETS_2B,AT,Austria,2023,ETS,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,L,21,Gg CO2 equivalent,567.45508,567.455,567.46,567.46,,EEA,B.  Chemical industry,TRUE,,TRUE
AT_2023_ETS_2C,AT,Austria,2023,ETS,2C,C.  Metal industry,2.C,2.C - Metal Industry,L,22,Gg CO2 equivalent,10114.17919,10114.2,"10,114.20",10114.20,,EEA,C.  Metal industry,TRUE,,TRUE
AT_2023_ETS_2D,AT,Austria,2023,ETS,2D,D.  Non-energy products from fuels and solvent use,2.D,2.D - Non-energy Products from Fuels and Solvent Use,L,23,Gg CO2 equivalent,0,NO,NO,,NO,EEA,D.  Non-energy products from fuels and solvent use,TRUE,,TRUE
AT_2023_ETS_2E,AT,Austria,2023,ETS,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,L,24,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Electronic Industry ,TRUE,,TRUE
AT_2023_ETS_2F,AT,Austria,2023,ETS,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,L,25,Gg CO2 equivalent,0,NO,NO,,NO,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
AT_2023_ETS_2G,AT,Austria,2023,ETS,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,L,26,Gg CO2 equivalent,0,NO,NO,,NO,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
AT_2023_ETS_2H,AT,Austria,2023,ETS,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,L,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
AT_2023_ETS_3,AT,Austria,2023,ETS,3,3.  Agriculture,3,3 - Agriculture,L,28,Gg CO2 equivalent,0,,,,,EEA,3.  Agriculture,TRUE,,TRUE
AT_2023_ETS_3A,AT,Austria,2023,ETS,3A,A.  Enteric fermentation,3.A,3.A - Enteric Fermentation,L,29,Gg CO2 equivalent,0,,,,,EEA,A.  Enteric fermentation,TRUE,,TRUE
AT_2023_ETS_3B,AT,Austria,2023,ETS,3B,B.  Manure management,3.B,3.B - Manure Management,L,30,Gg CO2 equivalent,0,,,,,EEA,B.  Manure management,TRUE,,TRUE
AT_2023_ETS_3C,AT,Austria,2023,ETS,3C,C.  Rice cultivation,3.C,3.C - Rice Cultivation,L,31,Gg CO2 equivalent,0,,,,,EEA,C.  Rice cultivation,TRUE,,TRUE
AT_2023_ETS_3D,AT,Austria,2023,ETS,3D,D.  Agricultural soils,3.D,3.D - Agricultural Soils,L,32,Gg CO2 equivalent,0,,,,,EEA,D.  Agricultural soils,TRUE,,TRUE
